"STRUCTURE","STRUCTURE_ID","STRUCTURE_NAME","ACTION","REF_AREA","Reference.area","MEASURE","Measure","UNIT_MEASURE","Unit.of.measure","TRANSFORMATION","Transformation","ADJUSTMENT","Adjustment","SEX","Sex","AGE","Age","ACTIVITY","Economic.activity","FREQ","Frequency.of.observation","TIME_PERIOD","Time.period","OBS_VALUE","Observation.value","BASE_PER","Base.period","OBS_STATUS","Observation.status","UNIT_MULT","Unit.multiplier","DECIMALS","Decimals"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2007-Q1",NA,73.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2007-Q2",NA,73.7,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2007-Q3",NA,74.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2007-Q4",NA,74.5,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2008-Q1",NA,74,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2008-Q2",NA,74.2,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2008-Q3",NA,75.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2008-Q4",NA,75.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2009-Q1",NA,73.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2009-Q2",NA,74.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2009-Q3",NA,74.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2009-Q4",NA,75.5,NA,NA,NA,"B","Time series break",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2010-Q1",NA,74.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2010-Q2",NA,75.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2010-Q3",NA,75.5,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2010-Q4",NA,76,NA,NA,NA,"B","Time series break",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2011-Q1",NA,76,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2011-Q2",NA,77,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2011-Q3",NA,77.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2011-Q4",NA,77.5,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2012-Q1",NA,76.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2012-Q2",NA,77.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2012-Q3",NA,77.2,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2012-Q4",NA,77.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2013-Q1",NA,77.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2013-Q2",NA,77.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2013-Q3",NA,77.9,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2013-Q4",NA,77.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2014-Q1",NA,77.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2014-Q2",NA,78.2,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2014-Q3",NA,78,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2014-Q4",NA,77.7,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2015-Q1",NA,78.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2015-Q2",NA,78.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2015-Q3",NA,78.2,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2015-Q4",NA,78,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2016-Q1",NA,78.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2016-Q2",NA,78.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2016-Q3",NA,78.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2016-Q4",NA,79.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2017-Q1",NA,78.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2017-Q2",NA,78.6,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2017-Q3",NA,79.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2017-Q4",NA,79.5,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2018-Q1",NA,79.4,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2018-Q2",NA,79.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2018-Q3",NA,79.7,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2018-Q4",NA,79.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2019-Q1",NA,79.9,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2019-Q2",NA,79.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2019-Q3",NA,80.5,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2019-Q4",NA,80.1,NA,NA,NA,"B","Time series break",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2020-Q1",NA,78,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2020-Q2",NA,78.1,NA,NA,NA,"U","Low reliability",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2020-Q3",NA,78.3,NA,NA,NA,"U","Low reliability",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2020-Q4",NA,79,NA,NA,NA,"U","Low reliability",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2021-Q1",NA,78.8,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2021-Q2",NA,80,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2021-Q3",NA,81.1,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
"DATAFLOW","OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0)","Employment rate","I","DEU","Germany","EMP_WAP","Employment rate","PT_WAP_SUB","Percentage of working age population in the same subgroup","_Z","Not applicable","N","Neither seasonally adjusted nor calendar adjusted","F","Female","Y25T54","From 25 to 54 years","_Z","Not applicable","Q","Quarterly","2021-Q4",NA,81.3,NA,NA,NA,"A","Normal value",0,"Units",1,"One"
